,,,,,,,7866.0,7247.0,11019.0,2601.0,,199.0,101.0,601.0,7406.0,1867.0,,,975.0,46,406.0,50.0
,,,,,,,7865.0,7271.0,15916.0,2599.0,,200.0,101.0,568.0,7401.0,1868.0,,,943.0,44,368.0,50.0
,,,,,,,7901.0,7317.0,,2598.0,,200.0,,536.0,7401.0,1866.0,,,872.0,45,302.0,52.0
,,,,,,,7969.0,7318.0,,2631.0,,202.0,,533.0,7402.0,2301.0,,,836.0,44,266.0,50.0
,,,,,,,7970.0,7350.0,,2633.0,,200.0,,503.0,10453.0,2298.0,,,803.0,46,233.0,51.0
,,,,,,,8001.0,7383.0,,2634.0,,202.0,,472.0,15204.0,10876.0,,,737.0,44,203.0,51.0
,,,,,,,8035.0,18301.0,,2668.0,,201.0,,438.0,15238.0,10880.0,,,736.0,45,2881.0,51.0
,,,,,,,8172.0,,,2670.0,,,,397.0,15236.0,,,,742.0,46,2848.0,50.0
,,,,,,,8207.0,,,2706.0,,,,432.0,15231.0,,,,707.0,46,2784.0,51.0
,,,,,,,8242.0,,,4684.0,,,,431.0,15232.0,,,,3652.0,44,,51.0
,,,,,,,14029.0,,,,,,,,15263.0,,,,,45,,51.0
,,,,,,,,,,,,,,,15229.0,,,,,44,,50.0
,,,,,,,,,,,,,,,,,,,,46,,52.0
,,,,,,,,,,,,,,,,,,,,46,,51.0
,,,,,,,,,,,,,,,,,,,,44,,52.0
,,,,,,,,,,,,,,,,,,,,45,,50.0
,,,,,,,,,,,,,,,,,,,,44,,49.0
,,,,,,,,,,,,,,,,,,,,46,,51.0
,,,,,,,,,,,,,,,,,,,,46,,
,,,,,,,,,,,,,,,,,,,,44,,
,,,,,,,,,,,,,,,,,,,,46,,
,,,,,,,,,,,,,,,,,,,,46,,
,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,44,,
,,,,,,,,,,,,,,,,,,,,47,,
,,,,,,,,,,,,,,,,,,,,46,,
,,,,,,,,,,,,,,,,,,,,47,,
,,,,,,,,,,,,,,,,,,,,44,,
,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,45,,
,,,,,,,,,,,,,,,,,,,,43,,
,,,,,,,,,,,,,,,,,,,,47,,
